Item Number – 8 digit,NDC Number,Size Qty,Retail Pack Quantity,AWP Price,Acquisition Price,Retail Price,WAC Price,Contract Flag,Generic Name,Form,Name,Size,%,MCG,M,IU,MEQ,UN,HR,MMOL,BP,CAL,USP,MU,Total_MG,Total_ML,Total_MM
10280916,61755005001,        ,1,315000,262500,0,262500,N,aflibercept,INTRAOCULR VIAL 8M,EYLEA HD,8 MG SDV KIT 0.07 ML,,,,,,,,,,,,,8.0,0.07,
10280953,60687073856,100X10  ,1,109044,47643,0,90870,C,sucralfate,ORAL ORAL SUSP 1 G/,SUCRALFATE,1GM SUS 100X10 ML U,,,,,,,,,,,,,1000.0,10.0,
10280970,71288072652,50      ,1,960,739,0,800,N,bupivacaine,HCl INJECTION VIAL,BUPIVACAINE HCL,250 MG MDV 50,,,,,,,,,,,,,250.0,,
10280918,60687073808,30X10   ,1,32903,14293,0,27419,C,sucralfate,ORAL ORAL SUSP 1 G/,SUCRALFATE,1 GM ORAL SUS 30X10,,,,,,,,,,,,,1000.0,,
10280955,60687073823,40X10   ,1,49207,16601,0,41006,C,sucralfate,ORAL ORAL SUSP 1 G/,SUCRALFATE,1 GM ORAL SUS 40X10,,,,,,,,,,,,,1000.0,,
10280956,62135055047,473     ,1,60000,46165,0,50000,N,isoniazid,ORAL SOLUTION 50 MG/,ISONIAZID,50 MG-5 ML SOL 473 M,,,,,,,,,,,,,50.0,5.0,
10280980,42291092201,100     ,1,42958,34725,0,37609,N,theophylline anhydrous,ORAL TA,THEOPHYLLINE,300 MG ER TAB 100,,,,,,,,,,,,,300.0,,
10280919,42571033490,90      ,1,1082007,7849,0,8500,N,metformin,HCl ORAL TABERGR24H,METFORMIN HCL,1000 MG ER TAB 9,,,,,,,,,,,,,1000.0,,
10280990,42571033301,100     ,1,555922,6925,0,7500,N,metformin,HCl ORAL TABERGR24H,METFORMIN HCL,500 MG ER TAB 10,,,,,,,,,,,,,500.0,,
10184093,00121127600,100X10  ,1,27665,16098,24147,23054,C,guaifenesin/dextromethorphan,O,GUAIFENESIN DM,200-20MG SYR 10,,,,,,,,,,,,,20.0,,
10184098,00378877035,42.5    ,1,31021,12993,0,15797,C,estradiol,VAGINAL CREAM/APPL 0,ESTRADIOL,0.01% VAGINAL CRM 42,0.01,,,,,,,,,,,,,,
10281020,70069078325,25X10   ,1,10000,5910,0,8000,C,succinylcholine chloride,INJEC,SUCCINYLCHOLINE CHL,200 MG MDV,,,,,,,,,,,,,200.0,,
10281040,00069350002,6       ,1,132000,101563,0,110000,N,zavegepant,HCl NASAL SPRAY 10,ZAVZPRET,10 MG NASAL SPY 6 UD,,,,,,,,,,,,,10.0,,
10281050,42806037230,30      ,1,273330,36932,0,40000,N,deferasirox,ORAL GRAN PACK 180,DEFERASIROX,180 MG ORAL GRN 30,,,,,,,,,,,,,180.0,,
10281051,70710161406,56      ,1,49207,33657,0,36452,N,varenicline tartrate,ORAL TABL,VARENICLINE,1 MG TAB 56,,,,,,,,,,,,,1.0,,
10281060,70710161306,56      ,1,49207,33657,0,36452,N,varenicline tartrate,ORAL TABL,VARENICLINE,0.5 MG TAB 56,,,,,,,,,,,,,0.5,,
10281061,42806037130,30      ,1,136668,27699,0,30000,N,deferasirox,ORAL GRAN PACK 90,DEFERASIROX,90 MG ORAL GRN 30,,,,,,,,,,,,,90.0,,
10281052,31722095605,500     ,1,113475,9233,0,10000,N,benzonatate,ORAL CAPSULE 100 M,BENZONATATE,100 MG CAP 500,,,,,,,,,,,,,100.0,,
10281054,00713088618,90      ,1,79110,39394,0,42666,N,dapsone,TOPICAL GEL (GRAM) 5 %,DAPSONE,5% GEL 90 GM,5.0,,,,,,,,,,,,90000.0,,
10281033,00713088660,60      ,1,60312,30034,0,32528,N,dapsone,TOPICAL GEL (GRAM) 5 %,DAPSONE,5% GEL 60 GM,5.0,,,,,,,,,,,,60000.0,,
10281034,70377003811,60      ,1,444049,110796,0,120000,N,posaconazole,ORAL TABLET DR 10,POSACONAZOLE,100 MG DR TAB 60,,,,,,,,,,,,,100.0,,
10281044,42806037330,30      ,1,546650,64631,0,70000,N,deferasirox,ORAL GRAN PACK 360,DEFERASIROX,360 MG ORAL GRN 30,,,,,,,,,,,,,360.0,,
10281022,42571038101,100     ,1,19995,1806,0,1956,N,chlordiazepoxide/clidinium,Br,CHLORDIAZEPOXIDE-CLIDIN,5-2.5,,,,,,,,,,,,,,,
10281056,60687074201,100     ,1,42151,7979,0,17368,C,azithromycin,ORAL TABLET 250 M,AZITHROMYCIN,250MG TAB 100 (10,,,,,,,,,,,,,250.0,,
10281023,43598016958,10X2    ,1,11378,8755,0,9482,N,enalaprilat dihydrate,INTRAVEN,ENALAPRILAT,2.5 MG SDV 10X2 ML,,,,,,,,,,,,,2.5,2.0,
10281094,00597037082,2X0.8   ,1,789179,634632,0,657649,N,adalimumab-adbm,SUBCUT SYRINGE,CYLTEZO,40 MG PFS 2X0.8 ML,,,,,,,,,,,,,40.0,0.8,
10281095,43598007858,10X1    ,1,6371,4902,0,5309,N,enalaprilat dihydrate,INTRAVEN,ENALAPRILAT,1.25 MG SDV 10X1 M,,,,,,,,,,,,,1.25,,
10281098,50268065715,50      ,1,2350,1714,0,1856,N,omeprazole,ORAL CAPSULE DR 40,OMEPRAZOLE,40 MG DR CAP 50 (5X,,,,,,,,,,,,,40.0,,
10281024,00597037523,4X0.8   ,1,1578358,1269263,0,1315298,N,adalimumab-adbm,SUBCUT PEN IJ,CYLTEZO PEN,40 MG PFP 4X0.8 ML,,,,,,,,,,,,,40.0,0.8,
10281012,00597040089,2X0.2   ,1,789179,634632,0,657649,N,adalimumab-adbm,SUBCUT SYRINGE,CYLTEZO,10 MG PFS 2X0.2 ML,,,,,,,,,,,,,10.0,0.2,
10281025,00597037516,6X0.8   ,1,2367536,1903894,0,1972947,N,adalimumab-adbm,SUBCUT PEN IJ,CYLTEZO PEN,40 MG PFP 6X0.8 ML,,,,,,,,,,,,,40.0,0.8,
10281058,00597037597,2X0.8   ,1,789179,634632,0,657649,N,adalimumab-adbm,SUBCUT PEN IJ,CYLTEZO PEN,40 MG PFP 2X0.8 ML,,,,,,,,,,,,,40.0,0.8,
10281073,59651020623,230     ,1,336000,115491,0,142870,C,nitrofurantoin,ORAL ORAL SUSP,NITROFURANTOIN,25 MG-5 ML SUS,,,,,,,,,,,,,25.0,5.0,
10281013,00065930501,28X0.4  ,1,1492,1368,2052,1243,N,dextran 70/hypromellose/,PF OPH,BION TEARS LUBRICANT EYE DRP,2,,,,,,,,,,,,,,,
10281028,00904708961,100     ,1,4312,3318,0,3593,N,clozapine,ORAL TABLET 25 MG,CLOZAPINE,25 MG TAB 100 (10X10,,,,,,,,,,,,,25.0,,
10281074,25021022320,20      ,1,2206,1224,0,1838,C,cytarabine/,PF INJECTION VIAL 2,CYTARABINE,2 GM SDV 20 ML,,,,,,,,,,,,,2000.0,20.0,
10281075,25021019510,        ,1,9480,3975,0,7900,C,caspofungin acetate,INTRAVEN V,CASPOFUNGIN ACETATE,70 MG SDV,,,,,,,,,,,,,70.0,,
10281113,25021025150,        ,1,75838,5448,0,63198,C,mitomycin,INTRAVEN VIAL 20 MG,MITOMYCIN,20 MG SDV,,,,,,,,,,,,,20.0,,
10281114,61269047512,120     ,1,650677,500642,0,542231,N,capecitabine,ORAL TABLET 500 M,XELODA,500 MG TAB 120,,,,,,,,,,,,,500.0,,
10046772,00168012691,1       ,1,435,213,320,260,C,isopropyl alcohol in glycerin ,,SWIM EAR DROP,1OZ FOUGERA,,,,,,,,,,,,,28349.5,,
10281029,25021025020,        ,1,29192,5125,0,24327,C,mitomycin,INTRAVEN VIAL 5 MG,MITOMYCIN,5 MG SDV,,,,,,,,,,,,,5.0,,
10281130,65219055408,2       ,1,789179,634632,0,657649,N,adalimumab-aacf,SUBCUT PEN IJ,IDACIO,40 MG KIT 2X0.8 ML,,,,,,,,,,,,,40.0,0.8,
10281131,00597040580,2X0.4   ,1,789179,634632,0,657649,N,adalimumab-adbm,SUBCUT SYRINGE,CYLTEZO,20 MG PFS 2X0.4 ML,,,,,,,,,,,,,20.0,0.4,
10281132,65219055428,4       ,1,1578358,1269263,0,1315298,N,adalimumab-aacf,SUBCUT PEN IJ,IDACIO,40 MG KIT 4X0.8 ML,,,,,,,,,,,,,40.0,0.8,
10281085,65219055438,6       ,1,2367536,1903894,0,1972947,N,adalimumab-aacf,SUBCUT PEN IJ,IDACIO,40 MG KIT 6X0.8 ML,,,,,,,,,,,,,40.0,0.8,
10281121,65219055618,2       ,1,789179,634632,0,657649,N,adalimumab-aacf,SUBCUT SYRINGE,IDACIO,40 MG KIT 2X0.8 ML,,,,,,,,,,,,,40.0,0.8,
10281122,58468021104,30      ,1,1121492,934577,0,934577,N,teriflunomide,ORAL TABLET 7 MG,AUBAGIO,7 MG TAB 30,,,,,,,,,,,,,7.0,,
10281123,69452012550,250     ,1,28470,15235,0,16500,N,oxcarbazepine,ORAL ORAL SUSP 3,OXCARBAZEPINE,300 MG-5 ML SUS,,,,,,,,,,,,,300.0,5.0,
10281124,58468021004,30      ,1,1121492,934577,0,934577,N,teriflunomide,ORAL TABLET 14 M,AUBAGIO,14 MG TAB 30,,,,,,,,,,,,,14.0,,
10281140,25021022905,5X5     ,1,6000,1690,0,5000,C,cytarabine/,PF INJECTION VIAL 1,CYTARABINE,100 MG SDV 5X5 ML,,,,,,,,,,,,,100.0,5.0,
10281141,25021019410,        ,1,8280,3463,0,6900,C,caspofungin acetate,INTRAVEN V,CASPOFUNGIN ACETATE,50 MG SDV,,,,,,,,,,,,,50.0,,
10281005,61269047060,60      ,1,97615,75107,0,81346,N,capecitabine,ORAL TABLET 150 M,XELODA,150 MG TAB 60,,,,,,,,,,,,,150.0,,
10281142,69097099807,100     ,1,64039,37014,0,51231,C,metaxalone,ORAL TABLET 400 MG,METAXALONE,400 MG TAB 100,,,,,,,,,,,,,400.0,,
10281115,70512086008,8       ,1,29327,4312,0,4670,N,cabergoline,ORAL TABLET 0.5 MG,CABERGOLINE,0.5 MG TAB 8,,,,,,,,,,,,,0.5,,
10281134,78206018301,2X0.8   ,1,124560,100167,0,103800,N,adalimumab-bwwd,SUBCUT SYRINGE,HADLIMA,40 MG PFS 2X0.8 ML,,,,,,,,,,,,,40.0,0.8,
10281116,78206018401,2X0.8   ,1,124560,100167,0,103800,N,adalimumab-bwwd,SUBCUT AUTO IN,HADLIMA PUSHTOUCH,40MG AUTO IN,,,,,,,,,,,,,40.0,,
10281135,78206018601,2X0.4   ,1,124560,100167,0,103800,N,adalimumab-bwwd,SUBCUT SYRINGE,HADLIMA,40 MG PFS 2X0.4 ML,,,,,,,,,,,,,40.0,0.4,
10281067,78206018701,2X0.4   ,1,124560,100167,0,103800,N,adalimumab-bwwd,SUBCUT AUTO IN,HADLIMA PUSHTOUCH,40MG AUTO IN,,,,,,,,,,,,,40.0,,
10184074,64980043810,1000    ,1,80495,3202,0,3467,N,atenolol,ORAL TABLET 50 MG,ATENOLOL,50MG TAB 1000,,,,,,,,,,,,,50.0,,
10281117,42023019501,16.7    ,1,63654,27238,0,53045,C,posaconazole,INTRAVEN VIAL 300,POSACONAZOLE,300 MG SDV 16.7 M,,,,,,,,,,,,,300.0,,
10281139,72485050725,25X2    ,1,18600,14312,0,15500,N,thiamine,HCl INJECTION VIAL 10,THIAMINE HCL,200 MG MDV 25X2 M,,,,,,,,,,,,,200.0,,
10281104,70121169907,10X2    ,1,16656,12816,0,13880,N,glycopyrrolate in water/,PF INT,GLYCOPYRROLATE,0.4 MG PFS 10X2,,,,,,,,,,,,,0.4,,
10281118,72266023705,5       ,1,8804,6775,0,7337,N,doxycycline hyclate,INTRAVEN V,DOXYCYCLINE,100 MG SDV 5,,,,,,,,,,,,,100.0,,
10281119,00310320005,5       ,1,1500000,1250000,0,1250000,N,factor,"Xa,inactivated-zhzo INT",ANDEXXA FACTOR XA,200 MG SDV 5,,,,,,,,,,,,,200.0,,
10281126,49502038002,2       ,1,789179,634632,0,657649,N,adalimumab-fkjp,SUBCUT PEN IJ,HULIO,40 MG-0.8 ML PFP KIT 2,,,,,,,,,,,,,40.0,0.8,
10184075,64980043910,1000    ,1,119060,5633,0,6100,N,atenolol,ORAL TABLET 100 MG,ATENOLOL,100MG TAB 1000,,,,,,,,,,,,,100.0,,
10281007,49502038202,2       ,1,789179,634632,0,657649,N,adalimumab-fkjp,SUBCUT SYRINGE,HULIO,40 MG-0.8 ML PFS KIT 2,,,,,,,,,,,,,40.0,0.8,
10184076,64980043710,1000    ,1,79910,3144,0,3405,N,atenolol,ORAL TABLET 25 MG,ATENOLOL,25MG TAB 1000,,,,,,,,,,,,,25.0,,
10281009,49502038102,2       ,1,789179,634632,0,657649,N,adalimumab-fkjp,SUBCUT SYRINGE,HULIO,20 MG-0.4 ML PFS KIT 2,,,,,,,,,,,,,20.0,0.4,
10281069,00517107501,20      ,1,17122,10046,0,14268,C,levocarnitine,INTRAVEN VIAL 20,LEVOCARNITINE,4 GM SDV 20 ML,,,,,,,,,,,,,4000.0,20.0,
10281147,00517103001,10      ,1,82620,63568,0,68850,C,vasopressin,INTRAVEN VIAL 20 U,VASOPRESSIN,20 UN-ML MDV 10 ML,,,,,,20.0,,,,,,,,10.0,
10281076,65862085630,30      ,1,23522,2078,0,2250,N,amlodipine bes/olmesartan med ,,AMLODIPINE-OLMESARTAN,10-20 MG,,,,,,,,,,,,,20.0,,
10281162,68084075219,20      ,1,23040,8095,0,19200,C,clopidogrel bisulfate,ORAL TAB,CLOPIDOGREL,300 MG TAB 20 (4X5,,,,,,,,,,,,,300.0,,
10281151,62559039512,120     ,1,15150,7998,0,12626,C,colestipol,HCl ORAL TABLET 1 G,COLESTIPOL HCL,1 GM TAB 120,,,,,,,,,,,,,1000.0,,
10281153,43598076823,        ,1,21034,16257,0,17607,N,sumatriptan succinate,SUBCUT P,SUMATRIPTAN,6 MG AUTO INJ KIT,,,,,,,,,,,,,6.0,,
10281105,62559074401,100     ,1,20274,11700,0,12671,N,"thyroid,pork",ORAL TABLET 120 M,THYROID,120 MG TAB 100,,,,,,,,,,,,,120.0,,
10281128,16571075501,100     ,1,45096,924,0,1000,N,escitalopram oxalate,ORAL TABL,ESCITALOPRAM,5 MG TAB 100,,,,,,,,,,,,,5.0,,
10281106,16571010901,100     ,1,25400,2770,0,3000,N,amitriptyline,HCl ORAL TABLET,AMITRIPTYLINE HCL,100 MG TAB 1,,,,,,,,,,,,,100.0,,
10281014,61314047664,2X0.2   ,1,789179,634632,0,657649,N,adalimumab-adaz,SUBCUT SYRINGE,HYRIMOZ,20 MG PFS 2X0.2 ML,,,,,,,,,,,,,20.0,0.2,
10281015,61314045420,2X0.8   ,1,1578361,1269266,0,1315301,N,adalimumab-adaz,SUBCUT PEN INJ,HYRIMOZ,80 MG PFP 2X0.8 ML,,,,,,,,,,,,,80.0,0.8,
10281077,61314047364,2X0.4   ,1,789179,634632,0,657649,N,adalimumab-adaz,SUBCUT SYRINGE,HYRIMOZ,40 MG PFS 2X0.4 ML,,,,,,,,,,,,,40.0,0.4,
10281171,61314050964,2X0.1   ,1,789179,634632,0,657649,N,adalimumab-adaz,SUBCUT SYRINGE,HYRIMOZ,10 MG PFS 2X0.1 ML,,,,,,,,,,,,,10.0,0.1,
10281172,16571011001,100     ,1,38100,3555,0,3850,N,amitriptyline,HCl ORAL TABLET,AMITRIPTYLINE HCL,150 MG TAB 1,,,,,,,,,,,,,150.0,,
10184066,00642746605,5       ,1,23204,17854,0,19337,N,metronidazole,VAGINAL GEL W/AP,NUVESSA VAGINAL GEL,1.3% 5GM U,1.3,,,,,,,,,,,,5000.0,,
10281173,70114022002,2X0.8   ,1,119400,96018,0,99500,N,adalimumab-aqvh,SUBCUT PEN INJ,YUSIMRY,40 MG PFP 2X0.8 ML,,,,,,,,,,,,,40.0,0.8,
10281163,61314045436,3X0.8   ,1,2367545,1903901,0,1972954,N,adalimumab-adaz,SUBCUT PEN INJ,HYRIMOZ,80 MG PFP 3X0.8 ML,,,,,,,,,,,,,80.0,0.8,
10281149,61314045468,3X0.8   ,1,2367545,1903901,0,1972954,N,adalimumab-adaz,SUBCUT SYRINGE,HYRIMOZ PED,80 MG PFS 3X0.8 ML,,,,,,,,,,,,,80.0,0.8,
10281107,61314047320,2X0.4   ,1,789179,634632,0,657649,N,adalimumab-adaz,SUBCUT PEN INJ,HYRIMOZ,40 MG PFP 2X0.4 ML,,,,,,,,,,,,,40.0,0.4,
10281180,61314051736,3       ,1,1578361,1269266,0,1315301,N,adalimumab-adaz,SUBCUT PEN INJ,HYRIMOZ,80-40MG PFP KIT 3 (2X1,,,,,,,,,,,,,40.0,,
10281181,16571010601,100     ,1,6360,785,0,850,N,amitriptyline,HCl ORAL TABLET,AMITRIPTYLINE HCL,25 MG TAB 10,,,,,,,,,,,,,25.0,,
10281182,16571010801,100     ,1,19080,2032,0,2200,N,amitriptyline,HCl ORAL TABLET,AMITRIPTYLINE HCL,75 MG TAB 10,,,,,,,,,,,,,75.0,,
10281174,16571010510,1000    ,1,30160,6002,0,6500,N,amitriptyline,HCl ORAL TABLET,AMITRIPTYLINE HCL,10 MG TAB 10,,,,,,,,,,,,,10.0,,
10281175,16571010501,100     ,1,3180,601,0,650,N,amitriptyline,HCl ORAL TABLET,AMITRIPTYLINE HCL,10 MG TAB 10,,,,,,,,,,,,,10.0,,
10281176,16571010701,100     ,1,12700,1709,0,1850,N,amitriptyline,HCl ORAL TABLET,AMITRIPTYLINE HCL,50 MG TAB 10,,,,,,,,,,,,,50.0,,
10281190,16571010710,1000    ,1,105560,17082,0,18500,N,amitriptyline,HCl ORAL TABLET,AMITRIPTYLINE HCL,50 MG TAB 10,,,,,,,,,,,,,50.0,,
10281192,61314053164,2       ,1,1183771,951950,0,986476,N,adalimumab-adaz,SUBCUT SYRINGE,HYRIMOZ,80-40MG PFP KIT 2 (1X1,,,,,,,,,,,,,40.0,,
10184067,10702020101,100     ,1,7603,723,0,880,C,oxybutynin chloride,ORAL TABLE,OXYBUTYNIN CHLORIDE,5 MG TAB 1,,,,,,,,,,,,,5.0,,
10281154,16571010009,90      ,1,50910,1662,0,1800,N,montelukast sodium,ORAL TABLET,MONTELUKAST SODIUM,10 MG TAB 9,,,,,,,,,,,,,10.0,,
10184068,00115175308,30      ,1,115378,42612,0,46151,N,acitretin,ORAL CAPSULE 25 MG,ACITRETIN,25 MG CAP 30,,,,,,,,,,,,,25.0,,
10281183,61314032764,2X0.4   ,1,157836,126927,0,131530,N,adalimumab-adaz,SUBCUT SYRINGE,ADALIMUMAB-ADAZ,40 MG PFS 2X0.,,,,,,,,,,,,,40.0,,
10281200,61314032720,2X0.4   ,1,157836,126927,0,131530,N,adalimumab-adaz,SUBCUT PEN INJ,ADALIMUMAB-ADAZ,40 MG PFP 2X0.,,,,,,,,,,,,,40.0,,
10184069,65162010211,1000    ,1,133200,8772,0,9500,N,gabapentin,ORAL CAPSULE 300 MG,GABAPENTIN,300 MG CAP 1000,,,,,,,,,,,,,300.0,,
10281078,00143926001,10      ,1,3000,693,0,2500,C,mesna,INTRAVEN VIAL 100 MG/ML,MESNA,1 GM MDV 10 ML,,,,,,,,,,,,,1000.0,10.0,
10281129,16571081560,56      ,1,823,458,0,495,N,fluoride (sodium),DENTAL GEL (,DENTAGEL,1.1% GEL 56 GM,1.1,,,,,,,,,,,,56000.0,,
10281210,70121169807,10X1    ,1,8376,6445,0,6980,N,glycopyrrolate in water/,PF INJ,GLYCOPYRROLATE,0.2 MG PFS 10X1,,,,,,,,,,,,,0.2,,
10281184,00641624010,10X3    ,1,18000,8864,0,15000,C,neostigmine methylsulfate,INTR,NEOSTIGMINE METHYLSULF,3 MG PF,,,,,,,,,,,,,3.0,,
10281019,70512085128,28      ,1,976186,23292,0,25226,N,teriflunomide,ORAL TABLET 14 M,TERIFLUNOMIDE,14 MG TAB 28,,,,,,,,,,,,,14.0,,
10281178,00143938010,10X100  ,1,35988,10798,0,29990,C,midazolam,HCl in 0.9 % NaCl/PF,MIDAZOLAM-NACL,100MG-0.9% BAG,0.9,,,,,,,,,,,,100.0,,
10281220,72888010901,100     ,1,14218,8846,0,9580,N,diclofenac sodium,ORAL TABLET,DICLOFENAC SODIUM,25 MG DR TAB,,,,,,,,,,,,,25.0,,
10282302,68135092748,        ,1,10875000,9062500,0,9062500,N,valoctocogene roxaparvovc-rvox,,ROCTAVIAN,2X10 VECTOR GENOMES/,,,,,,,,,,,,,,,
10282253,50268003915,50      ,1,3242,2494,0,2701,N,amitriptyline,HCl ORAL TABLET,AMITRIPTYLINE HCL,50 MG TAB 50,,,,,,,,,,,,,50.0,,
10282255,50268068115,50      ,1,10043,7545,0,8171,N,oxcarbazepine,ORAL TABLET 600,OXCARBAZEPINE,600 MG TAB 50 (5,,,,,,,,,,,,,600.0,,
10282227,57664004688,100     ,1,65950,44889,0,52760,C,lisdexamfetamine dimesylate,OR,LISDEXAMFETAMINE DIMESYLATE,10,,,,,,,,,,,,,,,
10184077,47426020101,18      ,1,50395,23152,0,41996,C,aprepitant,INTRAVEN VIAL 130MG,CINVANTI,130 MG SDV 18 ML,,,,,,,,,,,,,130.0,18.0,
10282248,57664004888,100     ,1,65950,44889,0,52760,C,lisdexamfetamine dimesylate,OR,LISDEXAMFETAMINE DIMESYLATE,30,,,,,,,,,,,,,,,
10282295,57664004788,100     ,1,65950,44889,0,52760,C,lisdexamfetamine dimesylate,OR,LISDEXAMFETAMINE DIMESYLATE,20,,,,,,,,,,,,,,,
10282298,70010074109,90      ,1,15143,370,0,400,N,losartan potassium,ORAL TABLET,LOSARTAN POTASSIUM,25 MG TAB 9,,,,,,,,,,,,,25.0,,
10282330,50268087219,198.4   ,1,17191,8141,0,8817,N,urea,TOPICAL CREAM (G) 40 %,UREA,40% CRM 198.4 GM,40.0,,,,,,,,,,,,198400.0,,
10282234,70010074309,90      ,1,27736,693,0,750,N,losartan potassium,ORAL TABLET,LOSARTAN POTASSIUM,100 MG TAB,,,,,,,,,,,,,100.0,,
10282235,57664005188,100     ,1,65950,44889,0,52760,C,lisdexamfetamine dimesylate,OR,LISDEXAMFETAMINE DIMESYLATE,60,,,,,,,,,,,,,,,
10282313,00406511701,100     ,1,115406,24808,0,92325,C,lisdexamfetamine dimesylate,OR,LISDEXAMFETAMINE DIMESYLATE,70,,,,,,,,,,,,,,,
10282314,00406511501,100     ,1,115406,24808,0,92325,C,lisdexamfetamine dimesylate,OR,LISDEXAMFETAMINE DIMESYLATE,50,,,,,,,,,,,,,,,
10282315,00406511101,100     ,1,115406,24808,0,92325,C,lisdexamfetamine dimesylate,OR,LISDEXAMFETAMINE DIMESYLATE,10,,,,,,,,,,,,,,,
10282199,00406511201,100     ,1,115406,24808,0,92325,C,lisdexamfetamine dimesylate,OR,LISDEXAMFETAMINE DIMESYLATE,20,,,,,,,,,,,,,,,
10282340,70010074209,90      ,1,20363,416,0,450,N,losartan potassium,ORAL TABLET,LOSARTAN POTASSIUM,50 MG TAB 9,,,,,,,,,,,,,50.0,,
10184112,51862032201,100     ,1,37929,8832,0,21240,C,liothyronine sodium,ORAL TABLE,LIOTHYRONINE SOD,50 MCG TAB 10,,50.0,,,,,,,,,,,,,
10282331,00406511601,100     ,1,115406,24808,0,92325,C,lisdexamfetamine dimesylate,OR,LISDEXAMFETAMINE DIMESYLATE,60,,,,,,,,,,,,,,,
10282288,00406511401,100     ,1,115406,24808,0,92325,C,lisdexamfetamine dimesylate,OR,LISDEXAMFETAMINE DIMESYLATE,40,,,,,,,,,,,,,,,
10282272,00944394002,        ,1,52452,25838,0,41075,C,"antihemophilic factor, human",I,HEMOFIL M PDS AHF,265IU VL,,,,265.0,,,,,,,,,,,
10282306,00406511301,100     ,1,115406,24808,0,92325,C,lisdexamfetamine dimesylate,OR,LISDEXAMFETAMINE DIMESYLATE,30,,,,,,,,,,,,,,,
10282316,68094013058,50X2.5  ,1,13280,7311,10967,11067,C,acetaminophen,ORAL SYRINGE 80M,ACETAMINOPHEN,80 MG SUS 50X2.5,,,,,,,,,,,,,80.0,,
10184113,51862032001,100     ,1,18901,8221,0,10585,C,liothyronine sodium,ORAL TABLE,LIOTHYRONINE SOD,5 MCG TAB 100,,5.0,,,,,,,,,,,,,
10282343,50742044860,60      ,1,34810,9233,0,10000,N,carboplatin,INTRAVEN VIAL 10 M,CARBOPLATIN,600 MG MDV 60 ML,,,,,,,,,,,,,600.0,60.0,
10282351,68462072730,30      ,1,52389,14097,0,17141,C,saxagliptin,HCl ORAL TABLET 5,SAXAGLIPTIN,5 MG TAB 30,,,,,,,,,,,,,5.0,,
10282353,68462072630,30      ,1,52389,14098,0,17141,C,saxagliptin,HCl ORAL TABLET 2.,SAXAGLIPTIN,2.5 MG TAB 30,,,,,,,,,,,,,2.5,,
10282356,28595022460,60      ,1,77880,59923,0,64900,N,meth/meblue/sod phos/psal/hyos,,URIMAR-T CAP,60,,,,,,,,,,,,,,,
10282358,68462072790,90      ,1,157161,42292,0,51420,C,saxagliptin,HCl ORAL TABLET 5,SAXAGLIPTIN,5 MG TAB 90,,,,,,,,,,,,,5.0,,
10282359,50268048215,50      ,1,4960,3817,0,4134,N,loperamide,HCl ORAL CAPSULE 2,LOPERAMIDE HCL,2 MG CAP 50 (5X,,,,,,,,,,,,,2.0,,
10282360,68462072690,90      ,1,157161,42293,0,51420,C,saxagliptin,HCl ORAL TABLET 2.,SAXAGLIPTIN,2.5 MG TAB 90,,,,,,,,,,,,,2.5,,
10184114,51862032101,100     ,1,24827,9455,0,13903,C,liothyronine sodium,ORAL TABLE,LIOTHYRONINE SOD,25 MCG TAB 10,,25.0,,,,,,,,,,,,,
10282362,70010003101,100     ,1,72000,5540,0,6000,N,dextroamphetamine/amphetamine ,,AMPHETAMINE MIXED SALTS,15 MG,,,,,,,,,,,,,15.0,,
10282363,62135071412,120     ,1,128040,52629,0,57000,N,mesalamine,ORAL TABLET DR 1.2,MESALAMINE,1.2 GM DR TAB 120,,,,,,,,,,,,,1200.0,,
10282326,70010003001,100     ,1,72000,5540,0,6000,N,dextroamphetamine/amphetamine ,,AMPHETAMINE MIXED SALTS,10 MG,,,,,,,,,,,,,10.0,,
10282327,57664004988,100     ,1,65950,44889,0,52760,C,lisdexamfetamine dimesylate,OR,LISDEXAMFETAMINE DIMESYLATE,40,,,,,,,,,,,,,,,
10282344,57664005288,100     ,1,65950,44889,0,52760,C,lisdexamfetamine dimesylate,OR,LISDEXAMFETAMINE DIMESYLATE,70,,,,,,,,,,,,,,,
10282257,49502041802,2       ,1,119400,96018,0,99500,N,adalimumab-fkjp,SUBCUT SYRINGE,ADALIMUMAB-FKJP,40 MG-0.8 ML P,,,,,,,,,,,,,40.0,0.8,
10282273,49502041602,2       ,1,119400,96018,0,99500,N,adalimumab-fkjp,SUBCUT PEN IJ,ADALIMUMAB-FKJP,40 MG-0.8 ML P,,,,,,,,,,,,,40.0,0.8,
10184084,70842010203,10      ,1,170280,131017,0,141900,N,delafloxacin meglumine,INTRAVE,BAXDELA,300MG SDV 10,,,,,,,,,,,,,300.0,,
10282332,49502041702,2       ,1,119400,96018,0,99500,N,adalimumab-fkjp,SUBCUT SYRINGE,ADALIMUMAB-FKJP,20 MG-0.4 ML P,,,,,,,,,,,,,20.0,0.4,
10184089,70842010101,20      ,1,191280,147175,0,159400,N,delafloxacin meglumine,ORAL TA,BAXDELA,450MG TAB 20,,,,,,,,,,,,,450.0,,
10282374,73317778904,100     ,1,9280,4339,6509,3944,N,"pen needle, diabetic, safety",M,AUM SNGL INSULIN PEN NDL,31G 4,,,,,,,,,,,,,31000.0,,
